key,wine_raw,vintage,format_ml,price,source,source_type,fetched,hits
domaine guiberteau saumur rouge|2018|750,Domaine Guiberteau Saumur Rouge,2018,750,65,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
domaine guiberteau saumur rouge|2022|750,Domaine Guiberteau Saumur Rouge,2022,750,40,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
domaine guiberteau saumur vin rose|2021|750,Domaine Guiberteau Saumur Vin Rosé,2021,750,25,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
domaine huet vouvray le haut lieu moelleux premiere trie|2022|750,Domaine Huet Vouvray Le Haut-Lieu Moelleux Premiere Trie,2022,750,92,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
domaine huet vouvray le haut lieu sec|2019|750,Domaine Huet Vouvray Le Haut-Lieu Sec,2019,750,40,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
domaine huet vouvray le haut lieu sec|2021|750,Domaine Huet Vouvray Le Haut-Lieu Sec,2021,750,44,"Wine-Searcher average retail, vintage-specific (USA average)",ws_vintage,2026-08-24,0
domaine huet vouvray le mont moelleux premiere trie|2018|750,Domaine Huet Vouvray Le Mont Moelleux Premiere Trie,2018,750,102,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
domaine huet vouvray le mont moelleux premiere trie|2022|750,Domaine Huet Vouvray Le Mont Moelleux Premiere Trie,2022,750,102,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
domaine huet vouvray le mont moelleux|2003|750,Domaine Huet Vouvray Le Mont Moelleux,2003,750,146.67,"Wine-Searcher listing, vintage-specific",ws_vintage,2026-08-24,0
domaine huet vouvray le mont sec|2020|750,Domaine Huet Vouvray Le Mont Sec,2020,750,,Insufficient data,insufficient,2026-08-24,0
domaine j p and j l jamet cotes du rhone|2020|750,Domaine J.P & J.L. Jamet Cotes du Rhone,2020,750,40,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
domaine jamet collines rhodaniennes syrah|2018|750,Domaine Jamet Collines Rhodaniennes Syrah,2018,750,45,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
domaine jamet condrieu vernillon|2020|750,Domaine Jamet Condrieu Vernillon,2020,750,86,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
domaine jamet condrieu vernillon|2021|750,Domaine Jamet Condrieu Vernillon,2021,750,86,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
domaine jean fournier bourgogne blanc origines cuvee speciale|2019|750,Domaine Jean Fournier Bourgogne Blanc Origines Cuvée Speciale,2019,750,41,"Aggregated retail pricing (~$41), not confirmed as a Wine-Searcher-branded snippet",ws_single_retailer,2026-08-24,0
domaine laroche chablis st martin|2021|750,Domaine Laroche Chablis St. Martin,2021,750,39,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
domaine laroche chablis st martin|2022|750,Domaine Laroche Chablis St. Martin,2022,750,39,Wine-Searcher average retail for 2021 vintage used as adjacent-vintage proxy,ws_adjacent,2026-08-24,0
domaine lejeune pommard les argillieres|2017|750,Domaine Lejeune Pommard Les Argillières,2017,750,69,"Wine-Searcher average retail (appears to be an all-vintage average, not confirmed vintage-specific for 2017)",ws_allvintage,2026-08-24,0
domaine les alexandrins crozes hermitage les chaflans|2019|750,Domaine les Alexandrins Crozes-Hermitage Les Chaflans,2019,750,30,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
domaine les pallieres gigondas|1998|750,Domaine Les Pallieres Gigondas,1998,750,53,"Wine-Searcher average retail, cited in context of the 1998 vintage",ws_vintage,2026-08-24,0
domaine ninot mercurey vieilles vignes|2005|750,Domaine Ninot Mercurey Vieilles Vignes,2005,750,30,"Wine-Searcher average retail (current-listing average, not 2005-specific)",ws_adjacent,2026-08-24,0
domaine parent pommard les epenots|2019|750,Domaine Parent Pommard Les Épenots,2019,750,208,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
domaine perrot minot gevrey chambertin|2016|750,Domaine Perrot-Minot Gevrey Chambertin,2016,750,174,"Retailer listing, Gevrey-Chambertin Vieilles Vignes 2016 bottling used as closest match",ws_single_retailer,2026-08-24,0
domaine pierre gonon chasselas|2020|750,Domaine Pierre Gonon Chasselas,2020,750,64.95,"Single retailer listing, vintage-specific",ws_single_retailer,2026-08-24,0
domaine pierre gonon saint joseph les oliviers blanc|2018|750,Domaine Pierre Gonon Saint Joseph Les Oliviers Blanc,2018,750,113,Average retail price cited in vintage-specific (2018) search context,ws_vintage,2026-08-24,0
domaine pierre gonon saint joseph les oliviers blanc|2020|750,Domaine Pierre Gonon Saint Joseph Les Oliviers Blanc,2020,750,105,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
domaine pierre gonon saint joseph|2016|750,Domaine Pierre Gonon Saint-Joseph,2016,750,166.5,"Retailer pricing, vintage-specific, averaged across two listings ($164 and $169)",ws_single_retailer,2026-08-24,0
domaine pierre gonon saint joseph|2018|750,Domaine Pierre Gonon Saint-Joseph,2018,750,129.95,"Single retailer listing, vintage-specific",ws_single_retailer,2026-08-24,0
domaine rene monnier meursault le limozin|1996|750,Domaine René Monnier Meursault Le Limozin,1996,750,60,Estimate based on general knowledge of village-level Meursault pricing at this age,estimate,2026-08-24,0
domaine richard rottiers moulin a vent champ de cour|2022|750,Domaine Richard Rottiers Moulin-a-Vent Champ de Cour,2022,750,28,Wine-Searcher average retail (vintage not explicitly confirmed as 2022 in snippet),ws_allvintage,2026-08-24,0
domaine robert chevillon nuits saint georges les pruliers|2016|750,Domaine Robert Chevillon Nuits-Saint-Georges Les Pruliers,2016,750,166,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
domaine robert chevillon nuits st georges les cailles|2016|750,Domaine Robert Chevillon Nuits-St.-Georges Les Cailles,2016,750,175,"Estimate based on comparable sibling cuvee (Les Pruliers 2016, Wine-Searcher avg $166)",estimate,2026-08-24,0
domaine santa duc grand grenache 66|2009|750,Domaine Santa Duc Grand Grenache 66,2009,750,,Insufficient data,insufficient,2026-08-24,0
domaine vincent dauvissat irancy|2018|750,Domaine Vincent Dauvissat Irancy,2018,750,113,"Wine-Searcher, vintage-specific ex-tax price",ws_vintage,2026-08-24,0
domaine vincent paris cornas granit 30|2018|750,Domaine Vincent Paris Cornas Granit 30,2018,750,,Insufficient data,insufficient,2026-08-24,0
domaine vincent paris cornas granit 60 vieilles vignes|2017|750,Domaine Vincent Paris Cornas Granit 60 Vieilles Vignes,2017,750,,Insufficient data,insufficient,2026-08-24,0
domaine vincent paris cornas la geynale|2017|750,Domaine Vincent Paris Cornas La Geynale,2017,750,,Insufficient data,insufficient,2026-08-24,0
domaine vincent paris cornas la geynale|2020|750,Domaine Vincent Paris Cornas La Geynale,2020,750,83,"Wine-Searcher, vintage-specific average price",ws_vintage,2026-08-24,0
e guigal cotes du rhone|2017|750,E. Guigal Côtes du Rhône,2017,750,18,"Wine-Searcher, vintage-specific average price (ex-tax, USA), red wine",ws_vintage,2026-08-24,0
e guigal cotes du rhone|2018|750,E. Guigal Côtes du Rhône,2018,750,17,"Wine-Searcher, vintage-specific average price (ex-tax)",ws_vintage,2026-08-24,0
edmond cornu aloxe corton 1er cru les valozieres|2011|750,Edmond Cornu Aloxe-Corton 1er Cru Les Valozières,2011,750,,Insufficient data,insufficient,2026-08-24,0
emidio pepe montepulciano d abruzzo|2016|750,Emidio Pepe Montepulciano d' Abruzzo,2016,750,149.99,"Chambers Street Wines retailer listing, 2016 vintage",ws_single_retailer,2026-08-24,0
eric et emmanuel dampt chablis vieilles vignes|2020|750,Eric Et Emmanuel Dampt Chablis Vieilles Vignes,2020,750,30,"Wine-Searcher average price (ex-tax, USA), all-vintage",ws_allvintage,2026-08-24,0
faiveley chambolle musigny la combe d orveau|2008|750,Faiveley Chambolle Musigny La Combe d'Orveau,2008,750,234,"Wine-Searcher, all-vintage average price",ws_allvintage,2026-08-24,0
faiveley montagny|2006|750,Faiveley Montagny,2006,750,,Insufficient data,insufficient,2026-08-24,0
faiveley nuits st georges les porets st georges|2006|750,Faiveley Nuits St. Georges Les Porets St. Georges,2006,750,118.33,"Grand Cru Direct retailer listing, 2006 vintage, case price of $710 divided by 6",ws_single_retailer,2026-08-24,0
famille perrin chateauneuf du pape les sinards|2021|750,Famille Perrin Chateauneuf du Pape Les Sinards,2021,750,50,"Wine-Searcher, vintage-specific average price (ex-tax)",ws_vintage,2026-08-24,0
father john pere jean chablis bougros|2018|750,Father John Pere Jean Chablis Bougros,2018,750,,Insufficient data,insufficient,2026-08-24,0
fattoria di felsina chianti classico riserva rancia|2013|750,Fattoria di Felsina Chianti Classico Riserva Rancia,2013,750,66,"Wine-Searcher, vintage-specific average price (ex-tax)",ws_vintage,2026-08-24,0
fiorenzo nada barbaresco manzola|2016|750,Fiorenzo Nada Barbaresco Manzola,2016,750,74,"Wine-Searcher, vintage-specific average price (ex-tax)",ws_vintage,2026-08-24,0
franck balthazar cornas les chaillot|2013|750,Franck Balthazar Cornas Les Chaillot,2013,750,122,"Wine-Searcher, vintage-specific average price (ex-tax)",ws_vintage,2026-08-24,0
franck balthazar cornas les chaillot|2014|750,Franck Balthazar Cornas Les Chaillot,2014,750,125,"Wine-Searcher, vintage-specific average price (ex-tax)",ws_vintage,2026-08-24,0
franck balthazar cornas les chaillot|2015|750,Franck Balthazar Cornas Les Chaillot,2015,750,130,"Wine-Searcher, vintage-specific average price (ex-tax)",ws_vintage,2026-08-24,0
francois carillon puligny montrachet les champs gain|2020|750,Francois Carillon Puligny-Montrachet Les Champs-Gain,2020,750,85,Estimate based on general knowledge of producer/appellation,estimate,2026-08-24,0
fratelli oddero barolo|2017|750,Fratelli Oddero Barolo,2017,750,45,Estimate based on general knowledge of producer/appellation,estimate,2026-08-24,0
g d vajra barolo albe|2013|750,G.D. Vajra Barolo Albe,2013,750,40,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
g d vajra barolo bricco delle viole|2010|750,G.D. Vajra Barolo Bricco delle Viole,2010,750,148,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
g d vajra barolo bricco delle viole|2011|750,G.D. Vajra Barolo Bricco delle Viole,2011,750,110,"Wine-Searcher average retail, adjacent vintage used as proxy",ws_adjacent,2026-08-24,0
g d vajra barolo bricco delle viole|2012|750,G.D. Vajra Barolo Bricco delle Viole,2012,750,110,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
g d vajra barolo bricco delle viole|2014|750,G.D. Vajra Barolo Bricco delle Viole,2014,750,83,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
g d vajra barolo bricco delle viole|2016|750,G.D. Vajra Barolo Bricco delle Viole,2016,750,104,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
g d vajra barolo bricco delle viole|2017|750,G.D. Vajra Barolo Bricco delle Viole,2017,750,89,"Wine-Searcher average retail, adjacent vintage used as proxy",ws_adjacent,2026-08-24,0
g d vajra barolo bricco delle viole|2018|750,G.D. Vajra Barolo Bricco delle Viole,2018,750,89,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
g d vajra barolo ravera|2012|750,G.D. Vajra Barolo Ravera,2012,750,197,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
g d vajra barolo ravera|2013|750,G.D. Vajra Barolo Ravera,2013,750,79,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
g d vajra barolo ravera|2014|750,G.D. Vajra Barolo Ravera,2014,750,98,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
g d vajra barolo ravera|2015|750,G.D. Vajra Barolo Ravera,2015,750,99,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
g d vajra barolo ravera|2016|750,G.D. Vajra Barolo Ravera,2016,750,82,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
g d vajra barolo ravera|2018|750,G.D. Vajra Barolo Ravera,2018,750,99,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
g h mumm brut grand cordon rose|NV|750,G.H. Mumm Brut Grand Cordon Rose,NV,750,67,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
georges lignier morey st denis clos des ormes|2017|750,Georges Lignier Morey-St.-Denis Clos des Ormes,2017,750,120,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
georges lignier morey st denis clos des ormes|2018|750,Georges Lignier Morey-St.-Denis Clos des Ormes,2018,750,120,"Wine-Searcher average retail, adjacent vintage used as proxy",ws_adjacent,2026-08-24,0
giacomo conterno barbera d alba francia|2016|750,Giacomo Conterno Barbera d'Alba Francia,2016,750,116,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
gianni brunelli brunello di montalcino|2016|750,Gianni Brunelli Brunello di Montalcino,2016,750,80,Estimate based on producer/appellation quality,estimate,2026-08-24,0
gianni brunelli brunello di montalcino|2018|1500,Gianni Brunelli Brunello di Montalcino,2018,1500,198,"Estimate based on producer/appellation quality, scaled to magnum",estimate,2026-08-24,0
giovanni canonica langhe nebbiolo|2016|750,Giovanni Canonica Langhe Nebbiolo,2016,750,100,"Wine-Searcher, general range cited in vintage-focused discussion",ws_allvintage,2026-08-24,0
giovanni manzone barolo bricat|2003|750,Giovanni Manzone Barolo Bricat,2003,750,75,Estimate based on producer/vineyard quality and vintage age,estimate,2026-08-24,0
giuseppe e figlio mauro mascarello barbera d alba santo stefano di perno|2015|750,Giuseppe E Figlio (Mauro) Mascarello Barbera d'Alba Santo Stefano di Perno,2015,750,58,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
giuseppe e figlio mauro mascarello barolo monprivato|2019|750,Giuseppe E Figlio (Mauro) Mascarello Barolo Monprivato,2019,750,200,Estimate based on producer/cru quality,estimate,2026-08-24,0
giuseppe e figlio mauro mascarello barolo rocche villero in castiglione falletto|2019|750,Giuseppe E Figlio (Mauro) Mascarello Barolo Rocche Villero in Castiglione Falletto,2019,750,190,Estimate based on producer/cru quality,estimate,2026-08-24,0
giuseppe e figlio mauro mascarello barolo santo stefano di perno|2019|750,Giuseppe E Figlio (Mauro) Mascarello Barolo Santo Stefano di Perno,2019,750,207,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
guidobono segretevigne extra brut|2018|750,Guidobono Segretevigne Extra Brut,2018,750,32,"Wine-Searcher, general average (not vintage-split)",ws_allvintage,2026-08-24,0
guillaume gilles cornas|2020|1500,Guillaume Gilles Cornas,2020,1500,246,"Wine-Searcher average retail, vintage-specific, scaled to magnum",ws_vintage,2026-08-24,0
harmand geoffroy gevrey chambertin en jouise|2017|750,Harmand-Geoffroy Gevrey-Chambertin En Jouise,2017,750,90,"Sage Society retail listing, 2017 vintage",ws_single_retailer,2026-08-24,0
i paglieri roagna barbaresco albesani|2018|750,I Paglieri - Roagna Barbaresco Albesani,2018,750,175,Estimate based on sibling Roagna 2018 Barbaresco cru pricing,estimate,2026-08-24,0
i paglieri roagna barbaresco faset|2018|750,I Paglieri - Roagna Barbaresco Faset,2018,750,174,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
i paglieri roagna barbaresco gallina|2018|750,I Paglieri - Roagna Barbaresco Gallina,2018,750,175,Estimate based on sibling Roagna 2018 Barbaresco cru pricing,estimate,2026-08-24,0
i paglieri roagna barbaresco paje|2018|750,I Paglieri - Roagna Barbaresco Paje,2018,750,178,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
i paglieri roagna barolo e la pira|2018|750,I Paglieri - Roagna Barolo e La Pira,2018,750,378,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
jasmin cote rotie la giroflarie|2016|750,Jasmin Cote Rotie La Giroflarie,2016,750,60,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
jean baptiste souillard crozes hermitage les baties|2018|750,Jean-Baptiste Souillard Crozes-Hermitage Les Baties,2018,750,55,Estimate based on sibling Souillard Crozes-Hermitage cuvee pricing,estimate,2026-08-24,0
jean baptiste souillard crozes hermitage les habrards|2018|750,Jean-Baptiste Souillard Crozes-Hermitage Les Habrards,2018,750,54,"Wine-Searcher, general average (2018-specific pricing limited)",ws_allvintage,2026-08-24,0
jean baptiste souillard crozes hermitage tenay|2018|750,Jean-Baptiste Souillard Crozes-Hermitage Tenay,2018,750,59,"Wine-Searcher, general average",ws_allvintage,2026-08-24,0
jean baptiste souillard saint joseph|2018|750,Jean-Baptiste Souillard Saint-Joseph,2018,750,,Insufficient data,insufficient,2026-08-24,0
jean grivot vosne romanee|2016|750,Jean Grivot Vosne Romanee,2016,750,105,Estimate based on producer/appellation reputation (Domaine Jean Grivot village-level Vosne-Romanee),estimate,2026-08-24,0
jean luc colombo cornas les mejeans|2001|750,Jean-Luc Colombo Cornas Les Mejeans,2001,750,50,"Estimate based on producer/appellation reputation (Colombo Cornas Les Mejeans, mature vintage)",estimate,2026-08-24,0
jean luc colombo cote rotie la divine|2004|750,Jean-Luc Colombo Cote Rotie La Divine,2004,750,60,"Estimate based on producer/appellation reputation (Colombo Cote Rotie La Divine, lighter 2004 vintage)",estimate,2026-08-24,0
jean marc boillot volnay pitures|2006|750,Jean-Marc Boillot Volnay Pitures,2006,750,108,"Wine-Searcher average retail, all-vintage average (vintage-specific price not shown in snippet)",ws_allvintage,2026-08-24,0
jean marc pillot saint romain la periere|2016|750,Jean-Marc Pillot Saint-Romain La Periere,2016,750,40,Estimate based on producer/appellation reputation (Pillot Saint-Romain white Burgundy),estimate,2026-08-24,0
jean michel guillon gevrey chambertin les crais|2018|750,Jean-Michel Guillon Gevrey-Chambertin Les Crais,2018,750,55,Estimate based on producer/appellation reputation (Guillon Gevrey-Chambertin village lieu-dit),estimate,2026-08-24,0
joseph drouhin chablis vaudesir|2006|750,Joseph Drouhin Chablis Vaudésir,2006,750,85,"Estimate based on producer/appellation reputation (Drouhin Chablis Grand Cru Vaudesir, mature vintage)",estimate,2026-08-24,0
laleure piot corton bressandes|1981|750,Laleure-Piot Corton Bressandes,1981,750,,Insufficient data,insufficient,2026-08-24,0
larmandier bernier latitude|NV|750,Larmandier-Bernier Latitude,NV,750,82,Wine-Searcher average retail,ws_vintage,2026-08-24,0
le chemin du roi brut rose|NV|750,Le Chemin du Roi Brut Rosé,NV,750,311,Wine-Searcher average retail,ws_vintage,2026-08-24,0
le chemin du roi brut|NV|375,Le Chemin du Roi Brut,NV,375,94,"Wine-Searcher average retail, scaled from 750ml",ws_vintage,2026-08-24,0
le vieux donjon chateauneuf du pape|2008|1500,Le Vieux Donjon Châteauneuf-du-Pape,2008,1500,165,"Wine-Searcher average retail (all-vintage average), scaled to magnum",ws_allvintage,2026-08-24,0
le vieux donjon chateauneuf du pape|2009|750,Le Vieux Donjon Châteauneuf-du-Pape,2009,750,49,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
le vieux donjon chateauneuf du pape|2010|750,Le Vieux Donjon Châteauneuf-du-Pape,2010,750,75,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
le vieux donjon chateauneuf du pape|2015|750,Le Vieux Donjon Châteauneuf-du-Pape,2015,750,71,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
le vieux donjon chateauneuf du pape|2016|1500,Le Vieux Donjon Châteauneuf-du-Pape,2016,1500,165,"Wine-Searcher average retail, vintage-specific, scaled to magnum",ws_vintage,2026-08-24,0
le vieux donjon chateauneuf du pape|2016|750,Le Vieux Donjon Châteauneuf-du-Pape,2016,750,75,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
le vieux donjon chateauneuf du pape|2017|1500,Le Vieux Donjon Châteauneuf-du-Pape,2017,1500,156.2,"Wine-Searcher average retail, vintage-specific, scaled to magnum",ws_vintage,2026-08-24,0
le vieux donjon chateauneuf du pape|2017|750,Le Vieux Donjon Châteauneuf-du-Pape,2017,750,71,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
le vieux donjon chateauneuf du pape|2019|1500,Le Vieux Donjon Châteauneuf-du-Pape,2019,1500,169.4,"Wine-Searcher average retail, vintage-specific (750ml base scaled to magnum)",ws_vintage,2026-08-24,0
le vieux donjon chateauneuf du pape|2019|750,Le Vieux Donjon Châteauneuf-du-Pape,2019,750,77,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
le vieux donjon chateauneuf du pape|2020|1500,Le Vieux Donjon Châteauneuf-du-Pape,2020,1500,147.4,"Wine-Searcher average retail, vintage-specific (750ml base scaled to magnum)",ws_vintage,2026-08-24,0
le vieux donjon chateauneuf du pape|2021|750,Le Vieux Donjon Châteauneuf-du-Pape,2021,750,66,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
lopez de heredia rioja vina tondonia gran reserva rosado|2011|750,Lopez de Heredia Rioja Vina Tondonia Gran Reserva Rosado,2011,750,151,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
louis chenu savigny les beaune les saucours|2021|750,Louis Chenu Savigny-les-Beaune Les Saucours,2021,750,,Insufficient data,insufficient,2026-08-24,0
louis jadot domaine des heritiers corton pougets|1981|750,Louis Jadot Domaine des  Héritiers Corton Pougets,1981,750,,Insufficient data,insufficient,2026-08-24,0
louis jadot domaine des heritiers corton pougets|2015|750,Louis Jadot Domaine des  Héritiers Corton Pougets,2015,750,165,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
louis roederer brut collection 243|NV|750,Louis Roederer Brut Collection 243,NV,750,73,"Wine-Searcher average retail, Collection 243 edition-specific",ws_vintage,2026-08-24,0
louis roederer brut collection|NV|750,Louis Roederer Brut Collection,NV,750,67,"Wine-Searcher average retail, all-edition average",ws_allvintage,2026-08-24,0
louis roederer brut vintage|2016|750,Louis Roederer Brut Vintage,2016,750,104,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
luciano sandrone barbera d alba|2016|750,Luciano Sandrone Barbera d' Alba,2016,750,45,"Wine-Searcher-sourced average store price, not clearly vintage-dated",ws_allvintage,2026-08-24,0
luciano sandrone barolo aleste|2014|750,Luciano Sandrone Barolo Aleste,2014,750,275,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
luciano sandrone barolo le vigne|2012|750,Luciano Sandrone Barolo Le Vigne,2012,750,124,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
luciano sandrone barolo le vigne|2013|750,Luciano Sandrone Barolo Le Vigne,2013,750,,Insufficient data,insufficient,2026-08-24,0
luciano sandrone barolo le vigne|2014|750,Luciano Sandrone Barolo Le Vigne,2014,750,124,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
lucien boillot and fils gevrey chambertin les cherbaudes|2008|750,Lucien Boillot & Fils Gevrey-Chambertin Les Cherbaudes,2008,750,179,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
luigi baudana barolo baudana|2016|750,Luigi Baudana Barolo Baudana,2016,750,95,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
lupe cholet nuits st georges chateau gris|1983|750,Lupe-Cholet Nuits-St.-Georges Chateau Gris,1983,750,350.99,"Wine.com retail listing (historical, now sold out)",ws_single_retailer,2026-08-24,0
m chapoutier cote rotie la mordoree|1993|750,M. Chapoutier Cote-Rotie La Mordoree,1993,750,161,"Wine-Searcher average retail, vintage-specific",ws_vintage,2026-08-24,0
m chapoutier cote rotie la mordoree|1994|750,M. Chapoutier Cote-Rotie La Mordoree,1994,750,202,"Wine-Searcher, vintage-specific average retail",ws_vintage,2026-08-24,0
m chapoutier cote rotie la mordoree|1995|750,M. Chapoutier Cote-Rotie La Mordoree,1995,750,202,"Wine-Searcher, adjacent vintage (1994) used",ws_adjacent,2026-08-24,0
m chapoutier cote rotie la mordoree|1998|750,M. Chapoutier Cote-Rotie La Mordoree,1998,750,204,"Wine-Searcher, all-vintage average",ws_allvintage,2026-08-24,0
m marengo barolo brunate|2015|750,M. Marengo Barolo Brunate,2015,750,61,"Wine-Searcher, vintage-specific average retail (ex-tax)",ws_vintage,2026-08-24,0
m marengo barolo|2016|750,M. Marengo Barolo,2016,750,50,"Wine-Searcher, vintage-specific average retail (ex-tax)",ws_vintage,2026-08-24,0
maison la berthaude chateauneuf du pape vignes centenaires reserve v v|2018|750,Maison la Berthaude Châteauneuf-du-Pape Vignes Centenaires Reserve V.V.,2018,750,65,Estimate based on producer/appellation/cuvee quality; no price surfaced in search,estimate,2026-08-24,0
maison les alexandrins crozes hermitage blanc|2019|750,Maison Les Alexandrins Crozes-Hermitage Blanc,2019,750,26,"Wine-Searcher, single-country retail listing (Switzerland, 23 CHF)",ws_single_retailer,2026-08-24,0
marchand grillot bourgogne grand ordinaire en bollery|2010|750,Marchand-Grillot Bourgogne Grand Ordinaire En Bollery,2010,750,30,"Wine-Searcher, adjacent/recent-vintage average",ws_adjacent,2026-08-24,0
marchand grillot gevrey chambertin en songe|2009|750,Marchand-Grillot Gevrey Chambertin En Songe,2009,750,,Insufficient data,insufficient,2026-08-24,0
marchand grillot gevrey chambertin petite chapelle|2009|750,Marchand-Grillot Gevrey-Chambertin Petite Chapelle,2009,750,157,"Wine-Searcher, all-vintage average (vintage not confirmed as 2009)",ws_allvintage,2026-08-24,0
marchesi antinori castello della sala cervaro della sala chardonnay|2020|750,Marchesi Antinori Castello della Sala Cervaro della Sala Chardonnay,2020,750,76,"Wine-Searcher, vintage-specific average retail (ex-tax)",ws_vintage,2026-08-24,0
marchesi antinori chianti classico marchese antinori riserva|2003|1500,Marchesi Antinori Chianti Classico Marchese Antinori Riserva,2003,1500,,Insufficient data,insufficient,2026-08-24,0
moccagatta barbaresco bric balin|2016|750,Moccagatta Barbaresco Bric Balin,2016,750,65,"Wine-Searcher, vintage-specific average retail (ex-tax)",ws_vintage,2026-08-24,0
moet et chandon brut imperial|NV|750,Moet et Chandon Brut Imperial,NV,750,45,Estimate based on general market knowledge; no price surfaced in search,estimate,2026-08-24,0
moet et chandon grand vintage|2012|750,Moet et Chandon Grand Vintage,2012,750,108,"Wine-Searcher, vintage-specific average retail (ex-tax)",ws_vintage,2026-08-24,0
mongeard mugneret nuits st georges les plateaux|2018|750,Mongeard-Mugneret Nuits-St.-Georges Les Plateaux,2018,750,152,"Single reputable retailer listing (Vinissimus UK, GBP 119.60)",ws_single_retailer,2026-08-24,0
monteverro toscana terra di monteverro|2018|750,Monteverro Toscana Terra di Monteverro,2018,750,51,"Wine-Searcher, vintage-specific average retail",ws_vintage,2026-08-24,0
montevertine|2018|750,Montevertine,2018,750,102,"Wine-Searcher, vintage-specific average retail (ex-tax)",ws_vintage,2026-08-24,0
morey blanc aloxe corton les vercots|2004|750,Morey-Blanc Aloxe-Corton Les Vercots,2004,750,,Insufficient data,insufficient,2026-08-24,0
morey blanc meursault genevrieres|2003|750,Morey-Blanc Meursault Genevrieres,2003,750,,Insufficient data,insufficient,2026-08-24,0
morey blanc meursault gouttes d or|2004|750,Morey-Blanc Meursault Gouttes d'Or,2004,750,175,Estimate based on Morey-Blanc Meursault village pricing plus premier cru premium for Gouttes d'Or vineyard,estimate,2026-08-24,0
morey blanc meursault|2004|750,Morey-Blanc Meursault,2004,750,143,"Wine-Searcher average retail, appears to reflect this wine but not confirmed vintage-specific",ws_allvintage,2026-08-24,0
morey blanc saint aubin 1er cru|2006|750,Morey-Blanc Saint Aubin 1er Cru,2006,750,70,Estimate based on typical Morey-Blanc negociant 1er cru Saint-Aubin pricing,estimate,2026-08-24,0
