id,wine,vintage,format,wine_type,region,country_code,reserve,market,source,source_type
10880460,Domaine du Vieux Telegraphe Châteauneuf-du-Pape,2008,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,50,117,"Wine-Searcher average retail, adjacent vintage (2007) used as proxy for 2008",ws_adjacent
10881508,Domaine Gerard Charvin Châteauneuf-du-Pape,2005,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,50,79,"Wine-Searcher average retail, vintage-specific",ws_vintage
10881301,Domaine Gerard Charvin Châteauneuf-du-Pape,2007,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,70,100,"Wine-Searcher average retail, vintage-specific",ws_vintage
10880406,Domaine Gerard Charvin Châteauneuf-du-Pape,2019,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,40,65,"Wine-Searcher average retail, vintage-specific",ws_vintage
10881579,Domaine Gourt de Mautens Cotes du Rhone Villages Rasteau,1998,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,40,,Insufficient data,insufficient
10881639,Domaine Gourt de Mautens Cotes du Rhone Villages Rasteau,1998,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,40,,Insufficient data,insufficient
10881291,Domaine Grand Veneur Chateauneuf du Pape Les Origines,2006,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,35,71,"Wine-Searcher average retail, vintage-specific",ws_vintage
10880411,Domaine Grand Veneur Chateauneuf-du-Pape Le Miocene,2021,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,40,70,"Wine-Searcher average retail, vintage-specific",ws_vintage
10881257,Domaine Julie Belland Chassagne- Montrachet Morgeot,2022,750ml,White,"France, Burgundy, Côte d'Or",FR,70,,Insufficient data,insufficient
10881577,Domaine Marius Delarche Corton Renardes Reserve Vielles Vignes,2002,750ml,Red,"France, Burgundy, Côte d'Or",FR,65,,Insufficient data,insufficient
10881341,Domaine Marius Delarche Pernand-Vergelesses Les Boutieres Vieilles Vignes Reserve,1997,750ml,Red,"France, Burgundy, Côte d'Or",FR,30,38,"Wine-Searcher average retail, vintage-specific",ws_vintage
10881292,Domaine Olivier Hillaire Chateauneuf-du-Pape Les Petits Pieds d'Armand,2005,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,65,79,"Wine-Searcher average retail, all-vintage fallback for this cuvee",ws_allvintage
10873274,Domaine Vincent Paris Cornas Granit 30,2012,750ml,Red,"France, Rhône Valley, Northern Rhône",FR,40,,Insufficient data,insufficient
10873273,Domaine Vincent Paris Cornas Granit 30,2012,750ml,Red,"France, Rhône Valley, Northern Rhône",FR,40,,Insufficient data,insufficient
10878874,Donatella Cinelli Colombini Brunello di Montalcino Casato Prime Donne,2013,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,60,100,"Wine-Searcher average retail, vintage-specific",ws_vintage
10880581,Donnafugata Dolce & Gabbana Rosa,2021,750ml,Rose,"Italy, Sicily",IT,20,37,"Wine-Searcher average retail (worldwide), all-vintage fallback",ws_allvintage
10879123,Fattoria di Felsina Chianti Classico Riserva,2020,750ml,Red,"Italy, Tuscany, Chianti Classico",IT,40,39,"Wine-Searcher average retail, vintage-specific (confirmed by matching $39.99 retail listing)",ws_vintage
10881604,Faustino I Tinto Gran Reserva,2001,750ml,Red,"Spain, Rioja",ES,55,127,"Wine-Searcher average retail, vintage-specific",ws_vintage
10881316,Feudi di San Gregorio Serpico,2003,750ml,Red,"Italy, Campania",IT,30,62,"Wine-Searcher average retail, vintage-specific (cross-source range $62-81)",ws_vintage
10879132,Feudo Montoni Nero D'Avola Vrucara,2020,750ml,Red,"Italy, Sicily",IT,40,68,"Wine-Searcher average retail, all-vintage fallback (no 2020-specific figure surfaced)",ws_allvintage
10879130,Francois Carillon Saint Aubin Les Murgers des Dents de Chien,2023,750ml,White,"France, Burgundy, Côte d'Or",FR,75,108,"Wine-Searcher average retail, vintage-specific",ws_vintage
10881638,Frédéric Magnien Chambolle Musigny Les Hauts Doix Cuvee Unique Reserve,1998,750ml,Red,"France, Burgundy, Côte d'Or",FR,50,,Insufficient data,insufficient
10881661,Frédéric Magnien Gevrey Chambertin Les Seuvrees Cuvee Unique Reserve,1997,750ml,Red,"France, Burgundy, Côte d'Or",FR,45,,Insufficient data,insufficient
10881933,Frédéric Magnien Gevrey Chambertin Les Seuvrees Cuvee Unique Reserve,1998,750ml,Red,"France, Burgundy, Côte d'Or",FR,55,,Insufficient data,insufficient
10881938,Frédéric Magnien Gevrey Chambertin Les Seuvrees Cuvee Unique Reserve,1998,750ml,Red,"France, Burgundy, Côte d'Or",FR,55,,Insufficient data,insufficient
10880736,Guasti Clemente Barbaresco Riserva,2000,750ml,Red,"Italy, Piedmont, Barbaresco",IT,30,20,"Single retailer listing (Wine.com, since sold out), vintage-specific",ws_single_retailer
10881917,Henri Billiot & Fils Brut Millésimé,1996,750ml,Sparkling,"France, Champagne",FR,80,93,"Wine-Searcher average retail, all-vintage fallback (Millesime line; no 1996-specific figure surfaced)",ws_allvintage
10881666,Henriot Souverain Brut,NV,750ml,Sparkling,"France, Champagne",FR,35,58,"Wine-Searcher average retail, NV",ws_allvintage
10881254,Il Poggione Brunello di Montalcino,2012,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,55,74,"Wine-Searcher average retail, vintage-specific",ws_vintage
10881224,Jacques Copinet Brut Blanc de Blancs Chardonnay,NV,750ml,Sparkling,"France, Champagne",FR,35,43,"Wine-Searcher average retail, NV (base Blanc de Blancs bottling)",ws_allvintage
10880339,Jean-Luc Colombo Cornas Les Ruchets,2015,750ml,Red,"France, Rhône Valley, Northern Rhône",FR,60,98,"Wine-Searcher average retail, all-vintage fallback (no 2015-specific figure isolated)",ws_allvintage
10881484,Jean-Luc Dubois Beaune Bressandes Reserve Cuvee Unique,1997,750ml,Red,"France, Burgundy, Côte d'Or",FR,35,,Insufficient data,insufficient
10881581,Jean-Luc Dubois Chorey-les-Beaune Clos Margot Reserve Cuvee Unique Vieilles Vignes,1997,750ml,Red,"France, Burgundy, Côte d'Or",FR,35,,Insufficient data,insufficient
10882052,Joseph Mellot Pouilly-Fumé Le Troncsec (Screwcap),2023,750ml,White,"France, Loire Valley, Centre-Loire",FR,35,38,"Wine-Searcher average retail, vintage-specific",ws_vintage
10879134,La Gerla Brunello di Montalcino La Pieve,2019,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,60,90,"Wine-Searcher average retail, vintage-specific",ws_vintage
10880383,Lallier Ouvrage Elevè Sous Liège,NV,750ml,Sparkling,"France, Champagne",FR,65,182,"Wine-Searcher average retail, NV Grand Cru Extra Brut",ws_allvintage
10881336,Le Piane Boca,2008,750ml,Red,"Italy, Piedmont, Boca",IT,55,87,"Wine-Searcher average retail, vintage-specific",ws_vintage
10880657,Les Heritiers du Comte Lafon Mâcon-Milly-Lamartine,2003,750ml,White,"France, Burgundy, Mâconnais",FR,35,39,"Wine-Searcher average retail, all-vintage fallback (no 2003-specific figure surfaced)",ws_allvintage
10880773,Les Heritiers du Comte Lafon Mâcon-Milly-Lamartine,2003,750ml,White,"France, Burgundy, Mâconnais",FR,35,39,"Wine-Searcher average retail, all-vintage fallback (no 2003-specific figure surfaced)",ws_allvintage
10880902,Lombard & Cie Extra Brut,NV,750ml,Sparkling,"France, Champagne",FR,25,54,"Wine-Searcher average retail, NV Premier Cru Extra Brut",ws_allvintage
10881875,Lopez de Heredia Rioja Vina Tondonia Reserva,2001,750ml,Red,"Spain, Rioja",ES,115,145,"Wine-Searcher average retail, vintage-specific",ws_vintage
10880697,Louis Bernard Châteauneuf-du-Pape,2001,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,25,32,"Wine-Searcher average retail, vintage-specific",ws_vintage
10882060,Louis Jadot Beaune Premier Cru Celebration,2009,750ml,Red,"France, Burgundy, Côte d'Or",FR,95,127,"Wine-Searcher average retail, vintage-specific (150th Anniversary cuvee)",ws_vintage
10881932,Louis Jadot Domaine des Héritiers Pernand Vergelesses Clos de la Croix Pierre Rouge,2021,750ml,Red,"France, Burgundy, Côte d'Or",FR,40,62,"Wine-Searcher average retail, vintage-specific",ws_vintage
10881931,Louis Jadot Pommard,2019,750ml,Red,"France, Burgundy, Côte d'Or",FR,55,85,"Wine-Searcher average retail, all-vintage fallback (village-level bottling; no 2019-specific figure surfaced)",ws_allvintage
10882059,Louis Jadot Pommard Clos de la Commaraine,2017,750ml,Red,"France, Burgundy, Côte d'Or",FR,70,64,"Wine-Searcher average retail, all-vintage fallback (current retail runs $69-75)",ws_allvintage
10881312,Louis Roederer,2009,750ml,Sparkling,"France, Champagne",FR,75,80,"Wine-Searcher average retail, vintage-specific (Vintage Brut)",ws_vintage
10880567,Louis Roederer Blanc de Blancs,2009,750ml,Sparkling,"France, Champagne",FR,95,121,"Wine-Searcher average retail, all-vintage fallback (Millesime line; no 2009-specific figure surfaced)",ws_allvintage
10881311,Louis Roederer Brut Premier,NV,750ml,Sparkling,"France, Champagne",FR,55,74,"Wine-Searcher average retail (USA), NV",ws_allvintage
10881093,M. Chapoutier Domaine de Bila-Haut Occultum Lapidem,2013,750ml,Red,"France, Languedoc-Roussillon, Cotes du Roussillon",FR,25,35,"Wine-Searcher average retail, vintage-specific",ws_vintage
10882055,M. Chapoutier Hermitage La Sizeranne,2005,750ml,Red,"France, Rhône Valley, Northern Rhône",FR,75,108,"Wine-Searcher average retail, vintage-specific (aka 'Monier de la Sizeranne'; cross-source range $108-147)",ws_vintage
10881574,M. Haslinger & Fils Brut,NV,750ml,Sparkling,"France, Champagne, Vallée de la Marne",FR,25,30,"Wine-Searcher average retail (USA), NV",ws_allvintage
10880387,Maison Denuzière Cornas,2016,750ml,Red,"France, Rhône Valley, Northern Rhône",FR,50,68,"Wine-Searcher average retail, vintage-specific ('En Sauman' bottling; exact cuvee match to plain 'Cornas' label uncertain)",ws_allvintage
10878849,Marchesi Antinori Chianti Classico Peppoli,2007,750ml,Red,"Italy, Tuscany, Chianti Classico",IT,20,,Insufficient data,insufficient
10879133,Marchesi Antinori Guado Al Tasso,2023,750ml,Red,"Italy, Tuscany",IT,110,172,"Wine-Searcher average retail, vintage-specific (Bolgheri Superiore flagship)",ws_vintage
10873256,Marie et Pierre Benetiere Vin de France Cordeloux Syrah,2015,750ml,Red,France,FR,60,142,"Wine-Searcher average retail (USA), vintage-specific",ws_vintage
10881814,Mas Doix Costers de Vinyes Velles Priorat,2007,750ml,Red,"Spain, Cataluna, Priorato",ES,90,181,"Wine-Searcher average retail, vintage-specific",ws_vintage
10882053,Mauro Veglio Barolo Castelletto,2012,750ml,Red,"Italy, Piedmont, Barolo",IT,65,69,"Wine-Searcher average retail, vintage-specific",ws_vintage
10879069,Monteverro Tinata,2018,750ml,Red,"Italy, Tuscany",IT,80,186,"Wine-Searcher average retail, vintage-specific",ws_vintage
10878907,Negro Giuseppe Barbaresco Pian Cavallo,2016,750ml,Red,"Italy, Piedmont, Barbaresco",IT,30,,Insufficient data,insufficient
10879125,Palacios Remondo Propiedad H. Remondo Rioja,2021,750ml,Red,"Spain, Rioja",ES,30,42,"Wine-Searcher average retail, vintage-specific",ws_vintage
10881827,Pascal Chevigny Vosne Romanee Aux Champs Perdrix Vieilles Vignes Reserve,1997,750ml,Red,"France, Burgundy, Côte d'Or",FR,85,84,"Wine-Searcher average retail, vintage-specific (producer now called Domaine Chevigny-Rousseau; cross-source range $84-122)",ws_vintage
10881826,Pascal Chevigny Vosne Romanee Aux Champs Perdrix Vieilles Vignes Reserve,1997,750ml,Red,"France, Burgundy, Côte d'Or",FR,85,84,"Wine-Searcher average retail, vintage-specific (producer now called Domaine Chevigny-Rousseau; cross-source range $84-122)",ws_vintage
10881643,Pascal Chevigny Vosne Romanee La Combe Brulee Reserve V.V.,1996,750ml,Red,"France, Burgundy, Côte d'Or",FR,75,,Insufficient data,insufficient
10881347,Perrin et fils Côtes du Rhône Villages,2007,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,20,,Insufficient data,insufficient
10881580,Philippe Gavignet Cote de Nuits-Villages Les Vignottes Reserve,1996,750ml,Red,"France, Burgundy, Côte d'Or",FR,35,,Insufficient data,insufficient
10881768,Philippe Livera (Domaine Des Tilleuls) Chapelle Chambertin Reserve Vieilles Vignes,1999,750ml,Red,"France, Burgundy, Côte d'Or",FR,100,,Insufficient data,insufficient
10881578,Philippe Livera (Domaine Des Tilleuls) Gevrey Chambertin en Etelois Reserve V.V.,1996,750ml,Red,"France, Burgundy, Côte d'Or",FR,70,,Insufficient data,insufficient
10880268,Pierre Gelin Gevrey-Chambertin Clos des Meixvelles,2014,750ml,Red,"France, Burgundy, Côte d'Or",FR,50,97,"Wine-Searcher average retail, vintage-specific",ws_vintage
10880300,Pierre Gelin Gevrey-Chambertin Clos des Meixvelles,2015,750ml,Red,"France, Burgundy, Côte d'Or",FR,65,97,"Wine-Searcher average retail, all-vintage fallback (no 2015-specific figure surfaced)",ws_allvintage
10880485,Pierre Usseglio Châteauneuf-du-Pape,2002,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,30,,Insufficient data,insufficient
10880671,Pierre Usseglio Châteauneuf-du-Pape,2002,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,30,,Insufficient data,insufficient
10881584,Piper-Heidsieck Brut,NV,1.5ltr,Sparkling,"France, Champagne",FR,75,119,"Wine-Searcher average retail (USA), NV (750ml $54 scaled to magnum at 2.2x)",ws_allvintage
10880367,Prelude a Grand-Puy-Ducasse,2015,1.5ltr,Red,"France, Bordeaux, Pauillac",FR,50,81.4,"Wine-Searcher average retail, vintage-specific (750ml $37 scaled to magnum at 2.2x)",ws_vintage
10878821,Prelude a Grand-Puy-Ducasse,2016,750ml,Red,"France, Bordeaux, Pauillac",FR,25,31,"Wine-Searcher average retail, vintage-specific",ws_vintage
10873244,Produttori del Barbaresco Barbaresco Asili Riserva,2013,750ml,Red,"Italy, Piedmont, Barbaresco",IT,110,88,"Wine-Searcher average retail, vintage-specific",ws_vintage
10880618,Produttori del Barbaresco Barbaresco Montefico Riserva,2017,750ml,Red,"Italy, Piedmont, Barbaresco",IT,55,88,"Wine-Searcher average retail, vintage-specific",ws_vintage
10880619,Produttori del Barbaresco Barbaresco Montefico Riserva,2017,750ml,Red,"Italy, Piedmont, Barbaresco",IT,55,88,"Wine-Searcher average retail, vintage-specific",ws_vintage
10881317,Radikon Pinot Grigio Sivi,2009,750ml,Orange,"Italy, Friuli-Venezia-Giulia",IT,40,,Insufficient data,insufficient
10879128,Rafael Palacios Val do Bibei As Sortes,2024,750ml,White,"Spain, Galicia, Valdeorras",ES,50,82,"Wine-Searcher average retail, vintage-specific",ws_vintage
10881510,Raymond Usseglio Chateauneuf du Pape Cuvee Imperiale Vignes Centenaires,2007,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,75,159,"Wine-Searcher average retail, vintage-specific",ws_vintage
10881295,Raymond Usseglio Châteauneuf-du-Pape,2006,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,35,73,"Wine-Searcher average retail, all-vintage fallback (base cuvee; no 2006-specific figure surfaced)",ws_allvintage
10880329,Rene Leclerc Gevrey-Chambertin Lavaux St.-Jacques,2021,750ml,Red,"France, Burgundy, Côte d'Or",FR,100,161,"Wine-Searcher average retail, all-vintage (2021-specific retail also seen $144.99-$181.99, Waterford Wine)",ws_allvintage
10881250,Renieri Brunello di Montalcino Riserva,2016,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,75,100,"Wine-Searcher average retail, vintage-specific",ws_vintage
10881507,Roger Sabon Châteauneuf-du-Pape Cuvee Prestige,2007,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,40,65,"Wine-Searcher average retail, vintage-specific",ws_vintage
10880819,Roger Sabon Châteauneuf-du-Pape Cuvee Reserve,2010,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,35,54,"Wine-Searcher average retail, all-vintage (a 2010-specific figure surfaced by search was for the Cuvee Prestige bottling, not Reserve - excluded as a cuvee mismatch)",ws_allvintage
10880386,Romaneaux-Destezet (Hervé Souhaut) St. Joseph Les Cessieux,2022,750ml,Red,"France, Rhône Valley, Northern Rhône",FR,45,80,"Wine-Searcher price history, vintage-specific",ws_vintage
10881252,San Giusto a Rentennano Chianti Classico Riserva Le Baroncole,2015,750ml,Red,"Italy, Tuscany, Chianti Classico",IT,65,74,"Wine-Searcher average retail, all-vintage",ws_allvintage
10880226,San Giusto a Rentennano Percarlo,2020,750ml,Red,"Italy, Tuscany",IT,130,186,"Wine-Searcher average retail (USA), all-vintage",ws_allvintage
10881601,Silvio Grasso Barolo,1997,750ml,Red,"Italy, Piedmont, Barolo",IT,45,83,"Wine-Searcher average retail, vintage-specific",ws_vintage
10879127,Tenuta di Biserno Insoglio del Cinghiale Campo di Sasso Bibbona,2024,750ml,Red,"Italy, Tuscany",IT,20,30,"Wine-Searcher average retail, vintage-specific",ws_vintage
10879126,Tenuta San Guido Guidalberto,2023,750ml,Red,"Italy, Tuscany",IT,60,88,"Wine-Searcher average retail (USA), vintage-specific",ws_vintage
10879135,Thibault Liger-Belair Aloxe-Corton La Toppe au Vert,2016,750ml,Red,"France, Burgundy, Côte d'Or",FR,75,140,"Wine-Searcher average retail, all-vintage",ws_allvintage
10881477,Thierry Despres Grande Maison Cuvée du Château Cuvée Diana Monbazillac,1995,750ml,Red,"France, Southwest France, Monbazillac",FR,30,,"Insufficient data - only price found was the WineBid lot's own current listing (circular), and the general 'Cuvee du Chateau' line price does not reliably match the specific named 'Cuvee Diana' bottling",insufficient
10881407,Thierry Despres Grande Maison Cuvée du Château Cuvée Diana Monbazillac,1995,750ml,Red,"France, Southwest France, Monbazillac",FR,30,,"Insufficient data - only price found was the WineBid lot's own current listing (circular), and the general 'Cuvee du Chateau' line price does not reliably match the specific named 'Cuvee Diana' bottling",insufficient
10880654,Thomas-Labaille Sancerre Chavignol Les Monts Damnes,2003,750ml,White,"France, Loire Valley, Centre-Loire",FR,20,,"Insufficient data - no pricing found for the 2003 vintage; only current/recent vintages listed, and Sancerre is a drink-young style with no reliable 20+ year old comp",insufficient
10880293,Union de Saint-Gall Brut Grand Cru Blanc de Blancs Millésimé,2012,750ml,Sparkling,"France, Champagne",FR,80,,Insufficient data - search results repeatedly conflated this with the Orpale prestige cuvee pricing ($170-198); genuinely unclear which figure belongs to the base bottling vs. Orpale,insufficient
10880296,Union de Saint-Gall Extra Brut Grand Cru Blanc de Blancs,NV,750ml,Sparkling,"France, Champagne",FR,50,49,"Wine-Searcher average retail, all-vintage",ws_allvintage
10880263,Union de Saint-Gall Grand Cru Orpale Blanc de Blancs,2004,750ml,Sparkling,"France, Champagne",FR,125,210,"Wine-Searcher average retail, vintage-specific",ws_vintage
10881675,Veuve Clicquot Ponsardin Brut,NV,750ml,Sparkling,"France, Champagne",FR,40,76,Wine-Searcher average retail (Yellow Label Brut NV),ws_vintage
10878847,Vietti Barolo Castiglione,2020,750ml,Red,"Italy, Piedmont, Barolo",IT,40,65,"Wine-Searcher average retail, vintage-specific",ws_vintage
10881511,Vignobles Mayard Châteauneuf-du-Pape La Crau De Ma Mère,2009,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,25,62,"Wine-Searcher average retail, adjacent vintage (2010; 2009 not listed on Wine-Searcher)",ws_adjacent
10881481,Vincent Girardin Santenay Les Gravieres,1996,750ml,Red,"France, Burgundy, Côte d'Or",FR,60,,"Insufficient data - no pricing found for the 1996 vintage; only recent vintages (e.g. 2022) listed, too distant to substitute as adjacent",insufficient
10880384,Y. Lancelot-Wanner Brut Grand Cru Chardonnay Reserve,NV,750ml,Sparkling,"France, Champagne",FR,30,32,"Wine-Searcher average retail (€30/750ml converted to USD), all-vintage",ws_allvintage
10882755,Alain Thienot Blanc De Blancs Cuvee Stanislas,2008,750ml,Sparkling,"France, Champagne",FR,95,114,"Wine-Searcher average retail, vintage-specific",ws_vintage
10882687,Alain Thienot Brut Vintage,2012,750ml,Sparkling,"France, Champagne",FR,55,70,"Wine-Searcher average retail, vintage-specific",ws_vintage
10882688,Alain Thienot Brut Vintage,2015,750ml,Sparkling,"France, Champagne",FR,55,,Insufficient data,insufficient
10882756,Alain Thienot Cuvee Alain Thiénot Brut,2008,750ml,Sparkling,"France, Champagne",FR,100,127,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889736,Alain Voge Côtes du Rhône Les Peyrouses,2006,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,25,,Insufficient data,insufficient
10888085,Albert Morot La Bataillere Savigny-Vergelesses,1993,750ml,Red,"France, Burgundy, Côte d'Or",FR,55,,Insufficient data,insufficient
10888129,Albert Morot La Bataillere Savigny-Vergelesses,1993,750ml,Red,"France, Burgundy, Côte d'Or",FR,55,,Insufficient data,insufficient
10895206,Allegrini Palazzo della Torre,2012,750ml,Red,"Italy, Veneto, Veronese",IT,15,19,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888330,Alois Kracher Grande Cuvee Trockenbeerenauslese #12,1995,375ml,Dessert,"Austria, Burgenland",AT,90,,Insufficient data,insufficient
10882848,Altesino Brunello di Montalcino Montosoli,1997,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,150,,Insufficient data,insufficient
10890120,Antica Fratta Essence Brut Rosé,2008,750ml,Sparkling,"Italy, Lombardy, Franciacorta",IT,25,42,"Wine-Searcher average retail (USA), all-vintage",ws_allvintage
10890121,Antica Fratta Essence Brut Rosé,2008,750ml,Sparkling,"Italy, Lombardy, Franciacorta",IT,25,42,"Wine-Searcher average retail (USA), all-vintage",ws_allvintage
10888131,Antoine Jobard Meursault Poruzots,2007,750ml,White,"France, Burgundy, Côte d'Or",FR,80,242,"Wine-Searcher average retail, all-vintage",ws_allvintage
10882861,Argiano Brunello di Montalcino,2018,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,120,100,"Wine-Searcher average retail, vintage-specific",ws_vintage
10896507,Arianna Occhipinti SM Vino di Contrada Sicilia Bianco,2020,750ml,White,"Italy, Sicily",IT,50,52,"Wine-Searcher average retail, vintage-specific",ws_vintage
10890021,Aurelio Settimo Barolo Rocche dell'Annunziata,2007,750ml,Red,"Italy, Piedmont, Barolo",IT,50,93,"Wine-Searcher average retail, all-vintage",ws_allvintage
10889759,Aurelio Settimo Barolo Rocche dell'Annunziata,2007,750ml,Red,"Italy, Piedmont, Barolo",IT,50,93,"Wine-Searcher average retail, all-vintage",ws_allvintage
10890020,Aurelio Settimo Barolo,2008,750ml,Red,"Italy, Piedmont, Barolo",IT,35,49,"Wine-Searcher average retail, vintage-specific",ws_vintage
10882382,Baronne de Vignonet,2022,750ml,Red,"France, Bordeaux, Cotes de Blaye",FR,15,18,"Producer/importer suggested retail (Vignobles Gonfrier), no full Wine-Searcher average found",estimate
10889825,Beaumont des Crayeres Grand Prestige Brut,NV,750ml,Sparkling,"France, Champagne",FR,20,42,"Wine-Searcher average retail, all-vintage (NV)",ws_allvintage
10896502,Benanti Benanti Lamoremio Brut Rosato,2019,750ml,Sparkling,"Italy, Sicily, Etna",IT,40,41,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888320,Benanti Etna Bianco Superiore Pietramarina,2011,750ml,White,"Italy, Sicily, Etna",IT,55,,Insufficient data,insufficient
10888400,Benanti Etna RossoDiversella,2005,750ml,Red,"Italy, Sicily, Etna",IT,20,,"Insufficient data - likely 'Rosso di Verzella' (export text concatenation), no average price found",insufficient
10889839,Beni di Batasiolo Barolo,2001,750ml,Red,"Italy, Piedmont, Barolo",IT,35,,Insufficient data,insufficient
10888310,Benoit Lahaye Coteaux Champenois Rouge Bouzy,2018,750ml,Sparkling,"France, Champagne, Coteaux Champenois",FR,60,72,"Wine-Searcher average retail, all-vintage",ws_allvintage
10890132,Beppe Marino Quattrofilari,2004,750ml,Red,"Italy, Piedmont, Barbera d'Asti",IT,25,,Insufficient data,insufficient
10889166,Bessin-Tremblay Chablis Valmur,2020,750ml,White,"France, Burgundy, Chablis",FR,80,,Insufficient data,insufficient
10890103,Bibi Graetz/Testamatta Grilli Del Testamatta,2007,750ml,Red,"Italy, Tuscany",IT,30,,"Insufficient data - distinct cuvee from base Testamatta, no specific match found",insufficient
10896509,Billecart-Salmon Brut Rosé,2010,750ml,Sparkling,"France, Champagne",FR,100,130,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889855,Bodegas Aalto Ribera del Duero,2007,750ml,Red,"Spain, Castilla-Leon, Ribera del Duero",ES,60,69,"Wine-Searcher average retail, all-vintage (2007-specific not listed)",ws_allvintage
10888343,Bodegas Muga Rioja Prado Enea Gran Reserva,2000,750ml,Red,"Spain, Rioja",ES,90,171,"Wine-Searcher average retail (USA), vintage-specific",ws_vintage
10890015,Bodegas Olarra Rioja Otonal Reserva,2008,750ml,Red,"Spain, Rioja",ES,25,,Insufficient data,insufficient
10890016,Bodegas Olarra Rioja Otonal Reserva,2008,750ml,Red,"Spain, Rioja",ES,25,,Insufficient data,insufficient
10889743,Bodegas Ondarre Ondarre Rioja Reserva,2015,750ml,Red,"Spain, Rioja",ES,20,17,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889967,Bosquet des Papes Châteauneuf-du-Pape,1999,750ml,Red,"France, Rhône Valley, Southern Rhône",FR,35,44,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888093,Bouchard Pere et Fils Beaune Clos de la Mousse,1997,750ml,Red,"France, Burgundy, Côte d'Or",FR,60,,Insufficient data,insufficient
10888135,Bouchard Pere et Fils Pommard Chanlins,1999,750ml,Red,"France, Burgundy, Côte d'Or",FR,50,,Insufficient data,insufficient
10888119,Ca' del Bosco Pinero,2001,750ml,Red,"Italy, Lombardy",IT,35,99,"Wine-Searcher average retail, vintage-specific",ws_vintage
10890075,Cantina Del Glicine Barbaresco Vigneto Cura,2004,750ml,Red,"Italy, Piedmont, Barbaresco",IT,30,,"Insufficient data - only this same auction's own reserve price surfaced, no independent market source",insufficient
10889971,Cantina Del Pino Barbaresco,2010,750ml,Red,"Italy, Piedmont, Barbaresco",IT,30,49,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888025,Capanna Brunello di Montalcino Riserva,1997,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,75,141,"Wine-Searcher average retail, all-vintage (Riserva)",ws_allvintage
10889800,Capanna Brunello di Montalcino,2004,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,45,50,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889865,Capanna Brunello di Montalcino,2004,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,45,50,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889866,Capanna Brunello di Montalcino,2004,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,45,50,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889848,Capanna Brunello di Montalcino,2008,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,40,57,Estimate interpolated between this producer's sourced 2004 ($50) and 2010 ($63) Wine-Searcher vintage averages,estimate
10889896,Capanna Brunello di Montalcino,2010,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,70,63,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889701,Capanna Brunello di Montalcino,2013,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,60,65,"Wine-Searcher average retail, vintage-specific",ws_vintage
10888087,Cappellano Barbera d'Alba Gabutti,2012,750ml,Red,"Italy, Piedmont, Barbera di Alba",IT,50,,Insufficient data,insufficient
10888147,Cappellano Barbera d'Alba Gabutti,2014,750ml,Red,"Italy, Piedmont, Barbera di Alba",IT,60,62,"Wine-Searcher average retail, vintage-specific",ws_vintage
10889834,Casanova di Neri Brunello di Montalcino,2008,750ml,Red,"Italy, Tuscany, Brunello di Montalcino",IT,55,,Insufficient data,insufficient
